number,actual_name,position_type,death_year,deathdate,death_location,death_age,era_name,birthdate,birth_year
263,James E. Noble,TE,1959,9/30/59,"Cleveland, OH",57,pre-1940,1901-10-10,1901
264,James C. Summer O'Neal,OL,1959,10/13/59,"Waller County, TX",35,1941 to 1959,2/13/24,1924
265,William Earl Potteiger,RB/FB,1959,4/7/59,"Philadelphia, PA",68,pre-1940,1891-01-11,1891
266,Salvatore Rosato,RB/FB,1959,1/12/59,"Alhambra, CA",40,pre-1940,6/6/18,1918
267,Ward Bishop Saunders,RB/FB,1959,10/16/59,"Monterey CO.,  CA",67,pre-1940,1892-07-05,1892
268,Peter Cornelius Schaffnit,RB/FB,1959,4/4/59,"Los Angeles County, CA",55,pre-1940,1903-06-29,1903
269,Equiet Taylor,OL,1959,11/2/59,"Homewood, AL",52,pre-1940,10/7/07,1907
270,Ervine Carl Wenig,TE,1959,9/25/59,"Springfield, MO",63,pre-1940,1895-12-23,1895
271,Frank Ferdinand Wilsbach,OL,1959,12/16/59,"Bellevue Park,  PA",55,pre-1940,4/23/04,1904
272,Corl James Zimmerman,OL,1959,6/30/59,"Akron, OH",60,pre-1940,1899-02-22,1899
273,Ralph M. Anderson,TE,1960,11/26/60,"Los Angeles, CA",23,1941 to 1959,1/1/37,1937
274,Raymond Edward Apolskis,OL,1960,6/30/60,"Santa Clara County, CA",41,pre-1940,10/19/18,1918
275,Clarence Oliver Appelgran,OL,1960,5/6/60,"Chicago, IL",66,pre-1940,1893-11-06,1893
276,Graham Leo Armstrong,OL,1960,6/25/60,"Gates Mills, OH",42,pre-1940,5/30/18,1918
277,Frank George Belanich,OL,1960,8/13/60,"Euclid, OH",57,pre-1940,1903-05-19,1903
278,Morris Bodenger,OL,1960,2/10/60,"Cleveland Heights, OH",50,pre-1940,7/31/09,1909
279,Wesley Walker Bradshaw,RB/FB,1960,4/10/60,"Athens, TX",62,pre-1940,1897-11-26,1897
280,Sherrill Busby,DL,1960,6/7/60,,43,pre-1940,6/17/16,1916
281,Owen Glen Floyd,OL,1960,9/26/60,"Beaumont, TX",63,pre-1940,1896-12-07,1896
282,Howard Earl Glenn,OL,1960,10/9/60,"Houston, TX",26,1941 to 1959,9/26/34,1934
283,Bruce Robert Gregory,RB/FB,1960,12/26/60,"Frederick, MD",57,pre-1940,1903-05-13,1903
284,Rudolph Emil Hagberg,OL,1960,11/25/60,"Steubenville, OH",53,pre-1940,6/18/07,1907
285,Marshall Durell Jones,WR,1960,1/21/60,"Hennepin County, MI",65,pre-1940,1894-12-10,1894
286,Edward Joseph Kawal,OL,1960,9/25/60,"Oak Park, IL",50,pre-1940,10/13/09,1909
287,Walter Roswell Kreinheder,OL,1960,10/12/60,"Boerne, TX",59,pre-1940,1901-09-08,1901
288,Earl Carlton Krieger,RB/FB,1960,11/10/60,"Bexley, OH",64,pre-1940,1896-08-31,1896
289,John Blaker Mattiford,OL,1960,4/6/60,"Guilford, CT",43,pre-1940,6/24/16,1916
290,Paul Roy McDonough,TE,1960,8/11/60,"Salt Lake City, UT",43,pre-1940,12/14/16,1916
291,Herbert Lawrence Meeker,RB/FB,1960,12/28/60,"Seattle, WA",56,pre-1940,7/14/04,1904
292,Lew Parks Reeve,OL,1960,5/12/60,"Austin, MN",69,pre-1940,1890-10-16,1890
293,Paul August Schuette Jr.,OL,1960,10/20/60,,54,pre-1940,3/10/06,1906
294,Edward Thurston Towle,TE,1960,10/19/60,"Providence, RI",55,pre-1940,1/1/05,1905
295,Roy Marlon Baker,RB/FB,1961,6/18/61,"Long Beach, CA",60,pre-1940,1900-11-04,1900
296,Adrian George Baril,OL,1961,6/10/61,"Becker, MN",63,pre-1940,1898-06-04,1898
297,Donn D. Greenshields,OL,1961,3/28/61,"Fox Chapel, PA",56,pre-1940,5/1/04,1904
298,Edgar Robert Gregg,TE,1961,11/9/61,"Louisville, KY",64,pre-1940,1897-08-04,1897
299,Samuel Kihilauakea Hipa,TE,1961,10/17/61,  ,61,pre-1940,1900-10-12,1900
300,Ernest Frederick Hughitt,RB/FB,1961,12/27/61,"Bartow, FL",68,pre-1940,1892-12-27,1892
301,Cecil Oran Johnson,RB/FB,1961,3/6/61,"Dallas, TX",39,1941 to 1959,9/3/21,1921
302,Stephen John Lach,WR,1961,7/12/61,"Altoona, PA",40,1941 to 1959,8/6/20,1920
303,Edward James Lawrence,RB/FB,1961,11/21/61,"North Las Vegas, NV",56,pre-1940,7/14/05,1905
304,Ellis Menzies Lindsey,RB/FB,1961,9/20/61,"Evansville, IN",64,pre-1940,1897-07-25,1897
305,Frank John Mahoney Jr.,RB/FB,1961,11/21/61,"Omaha, NE",60,pre-1940,1901-10-25,1901
306,Armin Richard Mahrt,RB/FB,1961,5/7/61,"Stearns County, MN",63,pre-1940,1897-11-09,1897
307,Louis Mark,OL,1961,10/24/61,,46,pre-1940,12/21/14,1914
308,Daniel Roy Martineau,OL,1961,10/25/61,"Syracuse, NY",61,pre-1940,1900-08-20,1900
309,John Henry Mohardt,RB/FB,1961,11/24/61,"La Jolla, CA",63,pre-1940,1898-01-21,1898
310,Thomas Bartley Murphy,RB/FB,1961,4/29/61,"Cleveland, OH",61,pre-1940,1899-05-02,1899
311,Maurice Howard Patt,TE,1961,4/3/61,"Altoona, PA",46,pre-1940,1/31/15,1915
312,Charles Frederick Shirey,OL,1961,11/1/61,,45,pre-1940,1/12/16,1916
313,Donald McAlpine Straw,OL,1961,7/31/61,,64,pre-1940,1896-11-22,1896
314,Harry James Thayer,OL,1961,5/8/61,"Knoxville, TN",54,pre-1940,3/21/07,1907
315,David Norman Verry,OL,1961,10/12/61,"Los Angeles County,  CA",39,1941 to 1959,9/18/22,1922
316,Carl Ebenezer Waite,RB/FB,1961,10/14/61,"Monticello, NY",59,pre-1940,1902-02-27,1902
317,Adolph Eilert Wenke,OL,1961,3/3/61,"Lincoln, NE",63,pre-1940,1898-01-22,1898
318,William P. Whalen,OL,1961,1/28/61,"Chicago, IL",60,pre-1940,1900-09-11,1900
319,Osborne Putnam Willson,OL,1961,1/19/61,"Phelps, NY",50,pre-1940,1/17/11,1911
320,Donald Williams Wiper,RB/FB,1961,11/8/61,"Columbus, OH",61,pre-1940,1900-07-08,1900
321,Arnold Douglas Wyman,RB/FB,1961,3/4/61,"Hennepin County, MN",65,pre-1940,1895-08-20,1895
322,Oscar Carl Anderson,RB/FB,1962,1/25/62,"Buffalo, NY",67,pre-1940,1894-10-15,1894
323,Frank Steve Balazs,RB/FB,1962,7/7/62,"Chicago, IL",44,pre-1940,1/23/18,1918
324,Joseph Charles Bernard,OL,1962,3/30/62,"Detroit, MI",50,pre-1940,8/29/11,1911
325,Lyle Ralph Burton,OL,1962,2/8/62,"Peoria, IL",61,pre-1940,1900-05-21,1900
326,Joseph Carey,OL,1962,7/22/62,  ,66,pre-1940,1895-11-14,1895
327,Arthur Gerald Carney,OL,1962,3/24/62,"Bronxville, NY",61,pre-1940,1900-09-23,1900
328,Russell Weihr Finsterwald,WR,1962,6/13/62,"Athens, OH",65,pre-1940,1896-08-12,1896
329,Robert O.C. Flowers,OL,1962,12/8/62,"Big Spring, TX",45,pre-1940,8/6/17,1917
330,Earl Patrick Gorman,OL,1962,11/6/62,"Milwaukee, WI",66,pre-1940,1896-06-27,1896
331,Edward Walter Illman,RB/FB,1962,3/29/62,"Washington, DC",59,pre-1940,1902-11-27,1902
332,Walter Andrew Kiesling,OL,1962,3/2/62,"Pittsburgh, PA",58,pre-1940,1903-03-27,1903
333,Michael Richard Koken,QB,1962,4/15/62,"South Bend, IN",53,pre-1940,4/5/09,1909
334,Robert Edward Laraba,LB,1962,2/16/62,"San Diego, CA",28,1941 to 1959,5/30/33,1933
335,John Brendon Law,OL,1962,10/14/62,"Sleepy Hollow, NY",57,pre-1940,2/13/05,1905
336,Arthur Everett Lewis,OL,1962,6/13/62,"Pittsburgh, PA",51,pre-1940,2/18/11,1911
337,Paul Chalmer Lingrel,WR,1962,3/11/62,"Kenton, OH",63,pre-1940,1899-01-21,1899
338,Philip Pence Marshall,TE,1962,8/9/62,"Kittanning, PA",67,pre-1940,1895-03-28,1895
339,Thomas Francis McMahon,RB/FB,1962,11/22/62,"Newark, OH",71,pre-1940,1891-05-19,1891
340,Harold Powers Muller,TE,1962,5/17/62,"Berkeley, CA",60,pre-1940,1901-06-12,1901
341,John Bernard Nagle,TE,1962,8/15/62,"Germantown, PA",69,pre-1940,1893-08-04,1893
342,Richard Jackson Nesbitt,RB/FB,1962,3/5/62,"St. Paul, MN",54,pre-1940,11/12/07,1907
343,William O. Newashe,OL,1962,2/9/62,"Luther, OK",72,pre-1940,1889-10-05,1889
344,Floyd Russell Owens,OL,1962,11/3/62,"Fort Worth , TX",45,pre-1940,2/11/17,1917
345,Theodore Earle Plumridge Jr.,OL,1962,10/6/62,"New York, NY",61,pre-1940,1901-09-01,1901
346,Burle Hoover Robison,TE,1962,12/8/62,"Reno, NV",52,pre-1940,2/17/10,1910
347,John Peter Roepke,RB/FB,1962,2/26/62,"Passaic, NJ",56,pre-1940,12/28/05,1905
348,Ralph David Ruthstrom,RB/FB,1962,3/29/62,"Houston, TX",40,1941 to 1959,7/12/21,1921
349,John Anthony Scalzi,RB/FB,1962,9/27/62,"Port Chester, NY",55,pre-1940,3/22/07,1907
350,Frederick John Slackford,WR,1962,7/12/62,"Cleveland, OH",68,pre-1940,1894-03-27,1894
351,Carl Herbert Thomas,OL,1962,10/30/62,"Philadelphia, PA",65,pre-1940,1897-03-02,1897
352,Charles Moorman Pleasant Van Dyne,OL,1962,9/22/62,"Sedalia, MO",61,pre-1940,1901-02-12,1901
353,Almore C. Wagner,RB/FB,1962,2/12/62,"Olmsted County, MN",64,pre-1940,1897-02-21,1897
354,John Harrison Wilcox,OL,1962,8/2/62,,59,pre-1940,1903-04-23,1903
355,George Zorich,OL,1962,10/14/62,"Rensselaer, IN",46,pre-1940,11/24/15,1915
356,Daniel Francis Ahern,OL,1963,8/31/63,"Washington, DC",65,pre-1940,1898-02-15,1898
357,Anthony A. Blazine Jr.,OL,1963,7/3/63,  ,51,pre-1940,1/2/12,1912
358,James A. Blumenstock,RB/FB,1963,7/31/63,"Passaic, NJ",45,pre-1940,4/28/18,1918
359,Ben Lee Boynton,RB/FB,1963,1/23/63,"Dallas, TX",64,pre-1940,1898-12-06,1898
360,Matthew William Brennan,RB/FB,1963,1/3/63,Pennsylvania,65,pre-1940,1897-10-03,1897
361,John Walter Budd,OL,1963,12/26/63,"Fountain Hill, PA",64,pre-1940,1899-01-14,1899
362,Oke Eugene Carlson,OL,1963,8/17/63,"Itasca County, MN",65,pre-1940,1897-12-10,1897
363,Everett Earl Fisher,RB/FB,1963,12/16/63,"San Mateo County, CA",49,pre-1940,3/1/14,1914
364,Donald Denver Fleming,DB,1963,6/4/63,"Winter Park, FL",25,1941 to 1959,6/11/37,1937
365,Arthur Henry Forst,RB/FB,1963,10/5/63,"Seymour, CT",72,pre-1940,1891-02-17,1891
366,Malcolm John Frankian,TE,1963,4/14/63,"Dos Palos, CA",56,pre-1940,4/3/07,1907
367,Cecil J. Hare,RB/FB,1963,4/14/63,"Spokane, WA",44,pre-1940,3/2/19,1919
368,George Arthur Harris,OL,1963,10/2/63,"Ashland, KY",79,pre-1940,1884-03-08,1884
369,Frank W. Hertz,TE,1963,7/20/63,"Kaukauna, WI",60,pre-1940,1902-11-06,1902
370,Henry Thomas Hughes Jr.,RB/FB,1963,12/27/63,"Honolulu, HI",56,pre-1940,5/4/07,1907
371,Colville Cameron Jackson,OL,1963,11/25/63,"Gloster, MS",66,pre-1940,1897-04-15,1897
372,Herbert Walter Joesting,RB/FB,1963,10/1/63,"St. Paul, MN",58,pre-1940,4/17/05,1905
373,Frank Leonard Johnson,OL,1963,4/13/63,"Boston, MA",66,pre-1940,1896-09-30,1896
374,Edward James Kallina,OL,1963,5/15/63,"Houston, TX",61,pre-1940,1901-10-28,1901
375,Albert James Kelley,RB/FB,1963,7/5/63,"Chatham County, GA",61,pre-1940,1902-03-01,1902
376,Adolph E. Kliebhan,RB/FB,1963,3/13/63,"Milwaukee, WI",65,pre-1940,1897-08-14,1897
377,Lindley Roedesto Lane,RB/FB,1963,8/19/63,"Bucklin, KS",65,pre-1940,1898-01-28,1898
378,Eugene Allen Lipscomb,DL,1963,5/10/63,"Baltimore, MD",31,1941 to 1959,8/9/31,1931
379,Carl Robert Mankat,TE,1963,11/21/63,"Dayton, OH",59,pre-1940,1/13/04,1904
380,Hugo Francis Marcolini,RB/FB,1963,9/22/63,"Saddle River, NJ",40,1941 to 1959,4/7/23,1923
381,Bernard Edward Masterson,QB,1963,5/16/63,"Chicago, IL",51,pre-1940,8/10/11,1911
382,Robert Joseph McGee,OL,1963,9/1/63,"Burlingame, CA",51,pre-1940,7/28/12,1912
383,Joseph Carlton McGlone,RB/FB,1963,1/25/63,"New York, NY",66,pre-1940,1896-09-12,1896
384,Wallace Wesley McIlwain,WR,1963,6/30/63,"Evanston, IL",60,pre-1940,1903-01-20,1903
385,John Edward Meeks,WR,1963,10/15/63,"Louisville, KY",66,pre-1940,1897-09-30,1897
386,Robert Dent Millman,RB/FB,1963,3/19/63,"Trenton, NJ",59,pre-1940,1903-05-17,1903
387,Century Allen Milstead,OL,1963,6/1/63,"Pleasantville, NY",62,pre-1940,1901-01-01,1901
388,Romanus Frank Nadolney,OL,1963,2/21/63,"Houston, TX",63,pre-1940,1899-05-23,1899
389,Harry William Nordstrom,OL,1963,2/13/63,"Toms River, NJ",66,pre-1940,1896-10-11,1896
390,Earl August Ohlgren,TE,1963,1/1/63,"Hubbard County, MN",44,pre-1940,2/21/18,1918
391,Justin Matthew Rukas,OL,1963,9/28/63,"New Orleans, LA",53,pre-1940,2/24/10,1910
392,Joseph Santone,OL,1963,10/27/63,"Hartford , CT",70,pre-1940,1893-10-01,1893
393,Byron W. Wentz,RB/FB,1963,5/25/63,"Ashland, PA",62,pre-1940,1901-04-21,1901
394,George Schly Wilson,RB/FB,1963,12/27/63,"San Francisco , CA",62,pre-1940,1901-09-06,1901
395,Charles A. Zunker,OL,1963,6/11/63,"San Antonio, TX",54,pre-1940,8/24/08,1908
396,Richard William Barker Jr.,OL,1964,12/17/64,"State College, PA",67,pre-1940,1897-01-06,1897
397,Francis Emil Billock,OL,1964,10/11/64,"Wauwatosa, WI",52,pre-1940,5/20/12,1912
398,Robert Lynn Bomar,TE,1964,6/11/64,"Nashville, TN",63,pre-1940,1901-01-21,1901
399,Edmund Ralph Carman,TE,1964,4/9/64,"West Lafayette, IN",70,pre-1940,1894-01-21,1894
400,John R. Farrington,WR,1964,7/26/64,"Rensselaer, IN",28,1941 to 1959,1/18/36,1936
401,Harry Nuuanu Field,OL,1964,5/23/64,"Honolulu, HI",52,pre-1940,8/18/11,1911
402,Willie Lee Galimore,RB/FB,1964,7/26/64,"Rensselaer, IN",29,1941 to 1959,3/30/35,1935
403,Irving Alger Hall Jr.,RB/FB,1964,1/24/64,"Orlando, FL",50,pre-1940,11/23/13,1913
404,Thomas Francis Hearden,RB/FB,1964,12/27/64,"Green Bay, WI",60,pre-1940,9/8/04,1904
405,Charles L. Helvie,TE,1964,5/17/64,"Columbus, OH",72,pre-1940,1891-10-08,1891
406,John Crowther Hendren,RB/FB,1964,6/3/64,"Drexel Hill, PA",67,pre-1940,1897-04-25,1897
407,Harry Hopp,RB/FB,1964,12/22/64,"Hastings, NE",46,pre-1940,12/13/18,1918
408,Stephen Robert Juzwik,RB/FB,1964,6/6/64,"Chicago, IL",45,pre-1940,6/18/18,1918
409,William Howard Kerr,TE,1964,4/9/64,"San Mateo, CA",48,pre-1940,11/10/15,1915
410,James Walter Kinderdine,RB/FB,1964,7/25/64,Ohio,64,pre-1940,1899-08-05,1899
411,Paul Franklin Lipscomb,OL,1964,8/20/64,"Elm Grove, WI",41,1941 to 1959,1/13/23,1923
412,Philip Joseph Martinovich,RB/FB,1964,9/22/64,"West Sacramento, CA",49,pre-1940,2/9/15,1915
413,Lloyd Ivan McDermott,DL,1964,1/16/64,"Covington, KY",38,1941 to 1959,12/20/25,1925
414,Raymond McLean,RB/FB,1964,3/4/64,"Ann Arbor, MI",48,pre-1940,12/6/15,1915
415,John Edward Miller,OL,1964,10/12/64,"New York, NY",60,pre-1940,1903-12-06,1903
416,Henry John Miller,TE,1964,6/9/64,"Longport, NJ",71,pre-1940,1893-01-01,1893
417,Granville Myrick Mitchell,TE,1964,3/4/64,"Sweetwater, TX",58,pre-1940,2/16/06,1906
418,Daniel Gerald O'Connor,OL,1964,6/9/64,"Boston, MA",69,pre-1940,1894-10-15,1894
419,Stephen Joseph Owen,OL,1964,5/17/64,"Oneida, NY",66,pre-1940,1898-04-21,1898
420,Gordon F. Paschka,RB/FB,1964,6/9/64,"Hopkins Bay, Canada",44,1941 to 1959,3/6/20,1920
421,Albert Felix Pierotti,OL,1964,2/12/64,"Revere, MA",68,pre-1940,1895-10-24,1895
422,Carlo Arthur Pignatelli,RB/FB,1964,6/13/64,"Sterling, IL",56,pre-1940,11/26/07,1907
423,Lewis Lawrence Pope,RB/FB,1964,2/5/64,,55,pre-1940,2/18/08,1908
424,Lucien Henry Reeberg,OL,1964,1/31/64,"Detroit, MI",21,1960 to 1975,2/21/42,1942
425,Walter Charles Rogers,RB/FB,1964,9/15/64,"Dallas, TX",71,pre-1940,1893-04-18,1893
426,Edson Walter Shaw,OL,1964,10/30/64,"Omaha, NE",69,pre-1940,1895-08-07,1895
427,Howard Whitman Slater,RB/FB,1964,3/18/64,"Hennepin County, MN",61,pre-1940,1903-03-09,1903
428,Louie Lehman Smyth,RB/FB,1964,9/11/64,"Long Beach, CA",66,pre-1940,1898-03-19,1898
429,Aubrey J. Strosnider,OL,1964,10/27/64,"Cleveland, OH",60,pre-1940,5/9/04,1904
430,Charles Wesley Vaughan,RB/FB,1964,3/30/64,"Knoxville, TN",53,pre-1940,3/18/11,1911
431,Guy Barton Weathers,OL,1964,9/27/64,"Marlin, TX",66,pre-1940,1898-06-09,1898
432,Henry Minard Willegale,RB/FB,1964,6/26/64,"Minneapolis, MN",63,pre-1940,1901-06-09,1901
433,Myron Edwin Yount,OL,1964,1/25/64,"Indianapolis, IN",69,pre-1940,1894-04-18,1894
434,Lafayette Abbott,RB/FB,1965,1/22/65,"Dayton, OH",69,pre-1940,1895-08-16,1895
435,Julian Samuel Ash,OL,1965,10/30/65,"Newport, OR",65,pre-1940,1900-07-12,1900
436,Daniel High Barnhart,RB/FB,1965,6/16/65,"Los Angeles County, CA",52,pre-1940,6/27/12,1912
437,Arthur K. Beckley,RB/FB,1965,1/6/65,"Alameda County, CA",63,pre-1940,1901-09-01,1901
438,Theodore James Besta,RB/FB,1965,7/19/65,"Oak Park, IL",65,pre-1940,1899-09-25,1899
439,Raymond Edward Boettcher,RB/FB,1965,12/20/65,"Watertown, WI",65,pre-1940,1900-09-18,1900
440,John A. Bonadies,OL,1965,10/13/65,"Hartford, CT",72,pre-1940,1892-12-02,1892
441,Genaro Herman Brito,DL,1965,6/8/65,"Duarte, CA",39,1941 to 1959,10/23/25,1925
442,Felix A. Bucek,OL,1965,8/13/65,"Cape Giradeau, MO",43,1941 to 1959,1/31/22,1922
443,Fred Myer Chenoweth,WR,1965,6/24/65,"Weston, WV",71,pre-1940,1893-08-26,1893
444,John Henry Flavin,RB/FB,1965,7/8/65,"New York, NY",65,pre-1940,1900-01-25,1900
445,James Tod Flower Jr.,OL,1965,5/6/65,"Fremont, OH",69,pre-1940,1895-10-17,1895
446,Arthur F. Folz,RB/FB,1965,8/18/65,"San Fernando, CA",62,pre-1940,1903-03-31,1903
447,Carl W. George,OL,1965,10/8/65,"Union County, OH",73,pre-1940,1892-03-13,1892
448,Harry Jepson Haines,OL,1965,8/17/65,"Brighton, NY",58,pre-1940,2/25/07,1907
449,Mack Lee Hill,RB/FB,1965,12/14/65,"Kansas City, MO",25,1960 to 1975,8/17/40,1940
450,Arthur J. Hummel,RB/FB,1965,7/24/65,"Los Angees County, CA",63,pre-1940,1902-05-30,1902
451,James C. Irwin,RB/FB,1965,12/17/65,"Columbia, KY",68,pre-1940,1897-03-09,1897
452,Emmett Gerald Keefe,OL,1965,9/11/65,"Chicago, IL",72,pre-1940,1893-04-28,1893
453,Earl Louis Lambeau,RB/FB,1965,6/1/65,"Sturgeon Bay, WI",67,pre-1940,1898-04-09,1898
454,Joseph Peter Martin,RB/FB,1965,5/6/65,"Louisville, KY",70,pre-1940,1895-02-05,1895
455,Neilson Murray Mathews,OL,1965,7/17/65,"Bryn Mawr, PA",71,pre-1940,1893-09-13,1893
456,Nathaniel Hawthorne McCombs,OL,1965,7/15/65,"Eufaula, OK",60,pre-1940,12/18/04,1904
457,Coleman Regis McDonough,RB/FB,1965,7/6/65,"Pittsburgh, PA",49,pre-1940,10/10/15,1915
458,Hugh Francis McGoldrick,OL,1965,10/7/65,"Cotuit, MA",64,pre-1940,1900-11-22,1900
459,Richard James McGrath,OL,1965,10/23/65,"Virginia Beach, VA",64,pre-1940,1901-06-30,1901
460,Henry F. Miller,RB/FB,1965,2/10/65,"Pittsburgh, PA",56,pre-1940,2/19/08,1908
461,Wilbur John Moore,WR,1965,8/9/65,"Sherwood Manor, MD",49,pre-1940,4/22/16,1916
462,Donald Clyde Moses,RB/FB,1965,6/15/65,"Arcadia, CA",59,pre-1940,1/14/06,1906
463,Jesse Murdock Jr.,RB/FB,1965,9/25/65,"Richmond, CA",27,1941 to 1959,9/17/38,1938
464,Richard Louis Nardi,RB/FB,1965,1/28/65,"East Cleveland, OH",49,pre-1940,9/25/15,1915
465,Francis Stephen O'Connor,OL,1965,12/15/65,"Worcester, MA",68,pre-1940,1897-12-14,1897
466,Arnold Henry Oehlrich,WR,1965,6/27/65,"Omaha, NE",59,pre-1940,11/24/05,1905
467,Aaron Earl Oliker,TE,1965,9/8/65,"Clarksburg, WV",61,pre-1940,1903-12-05,1903
468,Theo Leroy Ossowski,OL,1965,8/21/65,"Contra Costa County, CA",43,1941 to 1959,5/12/22,1922
469,Boni Eli Petcoff,OL,1965,8/5/65,"Oregon, OH",65,pre-1940,1900-02-01,1900
470,Donald Hite Pierce,OL,1965,1/3/65,"Kansas City, KS",45,pre-1940,2/7/19,1919
471,Manuel Warren Rapp,RB/FB,1965,5/17/65,"St. Louis, MO",56,pre-1940,9/17/08,1908
472,Quentin James Reynolds,OL,1965,3/17/65,"Travis AFB, CA",62,pre-1940,1902-04-11,1902
473,Jesse M. Shaw,OL,1965,10/25/65,"Woodland Hills, CA",58,pre-1940,6/11/07,1907
474,Orville Maynard Siegfried,RB/FB,1965,5/28/65,"Barren County,  KY",62,pre-1940,1903-02-19,1903
475,Charles Edward Stewart,OL,1965,12/18/65,"North Grafton, MA",75,pre-1940,1890-07-08,1890
476,Willis Herschel Stockton,OL,1965,11/12/65,"Odessa, TX",51,pre-1940,12/29/13,1913
477,Harry Augustus Stuhldreher,RB/FB,1965,1/26/65,"Pittsburgh, PA",63,pre-1940,1901-10-14,1901
478,Elmer Porter Volgenau,OL,1965,12/6/65,"Clarence Compact, NY",65,pre-1940,1900-08-02,1900
479,Henry A. Weisenbaugh,RB/FB,1965,9/20/65,"Tarentum, PA",51,pre-1940,3/12/14,1914
480,Elbert L. Werwaiss,OL,1965,5/23/65,"Los Angeles County, CA",60,pre-1940,2/15/05,1905
481,Berton Caswell Williams,OL,1965,9/28/65,"Alameda,  CA",61,pre-1940,1903-10-10,1903
482,Richard James Barwegen,OL,1966,9/3/66,"Baltimore, MD",44,1941 to 1959,12/25/21,1921
483,Andrew Maurice Bray,OL,1966,12/8/66,"Tahoka, TX",57,pre-1940,8/27/09,1909
484,John Frederick Bryan,RB/FB,1966,7/1/66,"Fort Collins, CO",69,pre-1940,1897-02-28,1897
485,Howard Pierce Buck,OL,1966,6/14/66,"Rock Island, IL",73,pre-1940,1892-08-07,1892
486,Edward Lawrence Casey,WR,1966,7/26/66,"Boston, MA",72,pre-1940,1894-05-16,1894
487,Richard Joseph Christy,RB/FB,1966,7/8/66,"Chester, PA",30,1941 to 1959,11/24/35,1935
488,Charles Edward Gainor,DL,1966,9/10/66,"Fort Dodge, IA",49,pre-1940,11/22/16,1916
489,Frank B. Garden,TE,1966,6/26/66,"Santa Monica, CA",68,pre-1940,1898-06-03,1898
490,Elmer Lee Gentry,RB/FB,1966,1/30/66,"Cortez, CO",47,pre-1940,12/1/18,1918
491,Harvey Lester Haws,RB/FB,1966,1/20/66,"Norristown, PA",66,pre-1940,1899-11-28,1899
492,Charles Donald Heileman,TE,1966,2/23/66,"Clinton, IA",51,pre-1940,1/25/15,1915
493,Harry Franklin Hill,RB/FB,1966,2/3/66,"Norman, OK",66,pre-1940,1899-03-30,1899
494,Ralph Henry Homan,RB/FB,1966,2/6/66,"Glens Falls, NY",67,pre-1940,1898-06-07,1898
495,Robert Lee Howard,OL,1966,5/14/66,"Alice, TX",63,pre-1940,1902-08-26,1902
496,John F. Itzel Jr.,RB/FB,1966,12/21/66,"Wilkinsburg, PA",42,1941 to 1959,11/12/24,1924
497,Leo Boyd Jensvold,RB/FB,1966,5/30/66,  ,58,pre-1940,3/29/08,1908
498,Jackson Milliman Keefer,RB/FB,1966,8/3/66,"Dayton, OH",66,pre-1940,1900-05-01,1900
499,George Theodore Koch,RB/FB,1966,9/5/66,"Temple, TX",47,pre-1940,7/2/19,1919
500,Francis Lucius Kraus,OL,1966,9/5/66,"Geneva, NY",67,pre-1940,1899-09-02,1899
501,Raymond Francis Krouse,DL,1966,4/7/66,"Washington, DC",39,1941 to 1959,3/21/27,1927
502,Orland Freed Leighty,RB/FB,1966,8/6/66,"Connellsville, PA",70,pre-1940,1895-12-29,1895
503,Lawrence Hershey Lentz,RB/FB,1966,5/30/66,"Baltimore, MD",68,pre-1940,1897-10-11,1897
504,Raymond Stuart MacMurray,OL,1966,2/21/66,"Huntington, IN",76,pre-1940,1889-07-03,1889
505,George Levi Magerkurth,OL,1966,10/7/66,"Rock Island, IL",77,pre-1940,1888-12-30,1888
506,Albert Bristol Maginnes,OL,1966,1/30/66,"New York, NY",68,pre-1940,1897-04-05,1897
507,Edward A. McNamara,OL,1966,3/13/66,"Worcester, MA",68,pre-1940,1897-08-31,1897
508,Keith Frank Molesworth,RB/FB,1966,3/12/66,"Baltimore, MD",60,pre-1940,10/20/05,1905
509,Clure Harrison Mosher,OL,1966,7/23/66,"New York, NY",46,1941 to 1959,1/11/20,1920
510,Manley Ross Petty,OL,1966,3/13/66,"Milwaukee , WI",73,pre-1940,1892-09-11,1892
511,John Henry Quast,TE,1966,8/9/66,"Louisville, KY",66,pre-1940,1900-04-04,1900
512,Gerald Quigley,RB/FB,1966,9/21/66,"Rochester, NY",70,pre-1940,1895-12-18,1895
513,William John Rafter,RB/FB,1966,6/28/66,"Syracuse, NY",70,pre-1940,1895-10-07,1895
514,Albert Didace Riopel,RB/FB,1966,9/4/66,"Worcester, MA",65,pre-1940,1900-10-11,1900
515,Loyal Vestus Robb,OL,1966,6/7/66,"Kansas City, MO",75,pre-1940,1890-07-11,1890
516,William Rooney,RB/FB,1966,3/17/66,"New York, NY",69,pre-1940,1896-07-16,1896
517,Frederick Wayman Slater,OL,1966,8/14/66,"Chicago, IL",67,pre-1940,1898-12-09,1898
518,Olin Bashford Smith,OL,1966,5/4/66,"Columbus, OH",66,pre-1940,1900-03-25,1900
519,William Krantz Smyth,DL,1966,11/6/66,"Ottawa, Canada",44,1941 to 1959,4/8/22,1922
520,John Franklin Spellman,TE,1966,8/1/66,"Mangula, Zimbabwe",67,pre-1940,1899-06-14,1899
521,Edward Adam Stahl,OL,1966,10/8/66,"Pittsburgh, PA",75,pre-1940,1891-01-16,1891
